Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Long Distance Delivery
Taste Hub,"Italian,Fast Food,Bakery",NA,200,Gandhibagh,Gandhibagh,"44W5+2MR, Mahal, Nagpur, Maharashtra 440032, India",True,0
Meeting Point,"North Indian,Fast Food",NA,400,Ramdaspeth,Bajaj Nagar,"Hotel centre Point, Ramdaspeth, Nagpur",False,0
Shabana's Bakery & Cafe,"Bakery,Chinese,Italian",NA,200,Dharampeth,Dharampeth,"Shop 1, Plot 25-26, Ground Floor, Gokul Roshan Apartment, Dharampeth, Nagpur",False,0
Grill Inn,"Beverages,Fast Food,Pizzas",4.2,300,Dharampeth,Dharampeth,"Shop no. 11, 12, lad apartment, opposite tarkunde dharampeth school ,khare town ,ambazari road ,dharampeth ,nagpur ., zone no.3 - neharunagar,nagpur urban ,nagpur-1, maharashtra -440010",False,0
Biryani E Khaas,"Biryani,Thalis,Indian,Chinese,North Indian,Punjabi,Desserts",NA,200,Lokmat Chowk,"Lokmat Chowk, Khaas","Lokmat Square, Dhantoli, Nagpur, Maharashtra 440012, India",True,0
Shree Ganesh Bhandar,"North Indian,Snacks",NA,300,Mahal,Gandhibagh,"401, Pataleshwar Road Chitaloli, Badkas Chowk, Ghatate Wada, Mangalwari, Mahal, Nagpur",True,0
Biryani Mafia,Biryani,NA,200,Ramdaspeth,"Ramdaspeth, Biryani","Plot no. 1151,Shop no. 4250,Manoj Building, Groud Floor, Ramdaspeth, Nagpur",False,0
Bapu Ki Kutiya,"North Indian,Indian,Punjabi,Biryani,Chinese,Desserts",NA,200,Ramdaspeth,"Ramdaspeth, Bapu Ki Kutiya","Opposite Centre Point Hotel, Ramdaspeth, Nagpur",True,0
Taste of Hyderabad (Pure Veg),"Indian,Thalis,Chinese,Biryani,North Indian,Punjabi,Desserts",NA,200,Lokmat Chowk,"Lokmat Chowk, Shankar","Lokmat Square, Dhantoli, Nagpur, Maharashtra 440012, India",True,0
Saoji Maza,North Indian,NA,200,Ayodhya Nagar,Ayodhya Nagar,"NEAR MILIND BUDDHA  VIHAR,RAMBAG,MEDICAL  CHOWK,NAGPUR., Zone no.5- Hanumannagar, Nagpur urban, Nagpur-1,  Maharashtra - 440003",False,0
Poha Maza,"Snacks,Fast Food",NA,200,Ayodhya Nagar,Ayodhya Nagar,"NEAR MILIND BUDDHA  VIHAR,RAMBAG,MEDICAL  CHOWK,NAGPUR., Zone no.5- Hanumannagar, Nagpur urban, Nagpur-1,  Maharashtra - 440003",False,0
Roast Cafe,"Indian,Chinese,North Indian,Tandoor,Biryani,Beverages,Mughlai,Pizzas,Italian-American,Snacks,American",4.0,250,Sadar,Residency Road,"Zal Complex, below Bharat Saree Stores, Sadar, Nagpur",False,0
Chef's On Fire,"Chinese,Fast Food,Street Food,Beverages",4.0,150,Sadar,Sadar,"Shop No. 3, Opp. Pehnava Boutique, Zone No.10, Mangalwari, Nagpur Urban-440001",False,0
Juice Factory,"Juices,Fast Food,Snacks,Chaat,Beverages",NA,200,Sitabuldi,Sitabuldi,"GS 08 , WESTERN PALACE, HUMPYARD  ROAD, CONGRESS NAGAR , DHANTOLI,  WARD NO 5, NAGPUR (MUNICIPAL  CORPORATION.) , NAGPUR (URBAN),  NAGPUR, 440012, Zone no.4 -Dhantoli,  Nagpur (Urban), Nagpur, Maharas",False,0
LB's Kitchen,"Indian,Chinese,Mughlai,North Indian,Beverages,Tandoor",3.8,450,Sadar,Sadar,"Hotel LB, Mount Road, Sadar, Nagpur",False,0
LASSI SHOP,"Beverages,Desserts",NA,150,Dharampeth,Dharampeth,"SHOP 18, VCA SHOPPING COMPLEX, OPP  CHURCH, CIVIL LINES, Zone no.2 - Dharampeth, Nagpur (Urban), Nagpur,  Maharashtra - 440001",False,0
NANDRI SOUTH INDIAN RESTAURANT,"South Indian,Indian,Chinese,Beverages",NA,300,Sadar,Sadar,8/8A AD COMPLEX MOUNT ROAD EXTENSION OPP AJMERA TYERS SADAR NAGPUR NAGPUR URBAN NAGPUR MAHARASHTRA 440001,False,0
Khichdi Only,"Indian,Combo",3.9,200,Ramdaspeth,"Ramdaspeth, Khichdi","Plot no. 1151, Shop no.4250, Manoj Building, Ground Floor, Ramdaspeth, Nagpur",True,0
Hariom's HB kitchen,"North Indian,Indian,Punjabi,Biryani,Chinese,Desserts",2.8,200,Ramdaspeth,"Ramdaspeth, Hariom","Opposite Centre Point Hotel, Ramdaspeth, Nagpur",True,0
TAO - Asian Kitchen,"Chinese,Fast Food,Italian,Indian,Tandoor,Continental",NA,250,Civil lines,Dharampeth,"Plot No.1, House No. 170, Gupta House, Civil lines, Nagpur UR  440001",False,0
Aman's Grill Kitchen,Indian,NA,200,Ramdaspeth,"Ramdaspeth, Aman","Plot no.1151, Shop no.4250, Manoj Buiding, Ground Floor, Ramdaspeth, Nagpur",True,0
Yuvi's Rasoi Thali,"North Indian,Indian",3.4,200,Ramdaspeth,"Ramdaspeth, Yuvi's","Plot no.1151, Shop no.4250, Manoj Buiding, Ground Floor, Ramdaspeth, Nagpur",True,0
Gangour,"Sweets,Beverages,Street Food,Snacks",4.1,100,Medical Square,hanuman nagar,"medical square, hanuman nagar, nagpur",False,0
Woodspeen,"Indian,Italian,Snacks,Beverages",NA,200,Dhantoli,Sitabuldi,"Woodspeen, Plot No. 111, Abhyankar Rd., Beside Avanti Hospital, Dhantoli, Nagpur 440012.",False,0
KGN CHINESE,Chinese,NA,100,Sadar,Sadar,"218, DHOBI MOHALLA, NAI BASTI NAGPUR, ZONE NO. 1O- MANGALWARI, NAGPUR URBAN, NAGPUR- 1, MAHARASHTRA- 440001",False,0
Hotel Paradise - The Treat,North Indian,NA,500,Gandhibagh,Gandhibagh,"Hotel Paradise, 43, Central Avenue, Gandhibagh, Nagpur,Gandhibagh,Nagpur,Gandhibagh,Nagpur",False,0
Jai Ambe Chat Corner,Chaat,NA,200,Sitabuldi,Sitabuldi,"Near Cresent Hospital, Dhantoli, Nagpur, Nagpur Urban, Nagpur-1 (Maharashtra) - 440012",True,0
Sigri,"North Indian,Chinese",4.0,600,Civil Lines,Sadar,"Hotel Heritage 2001, Collectors Colony, Civil Lines, Nagpur, Maharashtra 440001",False,0
Frullato,Desserts,3.9,200,Sadar,Sadar,"Shop No. F7, Ground Flooor, Opp. Sadar Bus Stop, Sadar, Nagpur",True,0
KARIM S,"Kebabs,North Indian",NA,500,Sadar,Sadar,H.N.58 A NEAR MOTI MAHAL RESIDENCY ROAD SADAR ZONE NO 10 MANGALWARI NARBUR URBAN NAGPUR 1 MAHARASHTRA 440001,False,0
Mullaji Sadar Biryani Center,"Biryani,Beverages",3.9,200,Sadar,Sadar,"SHOP NO. 53, MINI MANGALWARI, BAJAR COMPLEX, NAGPUR, Zone no.10- Mangalwari, Nagpur urban, Nagpur-1, Maharashtra - 440001",False,0
East India Company,"Chinese,North Indian,Continental,Thai,Mughlai,Desserts",4.3,950,Civil Lines,Civil Lines,"Akashwani Chowk, Near Seasons Lawns, Civil Lines, Nagpur",False,0
Babbu's Galaxy Restaurant,"Biryani,Mughlai,Tandoor,North Indian,Indian",4.3,400,Byramji Town,Civil Lines,"Near SBI, Katol Road, Civil Lines, Nagpur",False,0
ICE AND FIRE,"Snacks,Pizzas",NA,200,Mahal,Nandanvan,1056/A FATE WADA GANGABAI GHAT ROAD NEAR CORPORATION SCHOOL CHITANVISPURA MAHAL NAGPUR-440032,True,0
Panino The Sandwich World,"American,Beverages,Continental,Pizzas,Snacks",3.8,250,VCA,Sadar,"Shop No 29, The Vidarbha Cricket Association Complex, Civil Lines, Nagpur-440001",False,0
Biryani And Curry House,"North Indian,Fast Food",NA,300,Nandanvan,Nandanvan,"Dewdiya,Near Congress Bhavan,Chitra Talkies, Nagpur, Nagpur urban, Nagpur-1, Maharashtra-440018",False,0
HOTEL TAJ GULZAR,"Tandoor,North Indian,Indian",NA,250,Gandhibagh,Gandhibagh,BHAGWAGHAR CHOWK HANSAPURI ROAD NAGPUR NAGPUR URBAN NAGPUR MAHARASHTRA 440018,False,0
Orbiyo Natural Ice Cream,Ice Cream,NA,200,Civil Lines,Sadar,"Shop 13 - 15, VCA Stadium, Sadar, Nagpur",True,0
Krishnum Sandwich Story,"Continental,Combo",NA,200,Sadar,Sadar,"opp. saraf chambers, mount road, sadar, Nagpur",True,0
Burhanpur Juice Center,"Beverages,Juices",3.8,300,Nandanvan,Nandanvan,H NI 260 BLOCK NO 2 SHYAM TALKIES CHOWK NAGPUR NAGPUR URBAN NAGPUR 1 MAHARASHTRA-440002,False,0
Amritsari Junction,"North Indian,Indian,Mughlai,Chinese,Biryani",3.1,250,Sadar,"Sadar, Amritsari","Bullockcart Restaurant, Ashoka Hotel Square, Mount Road , Sadar",True,0
Biryani Hub,"North Indian,Indian,Mughlai,Chinese,Biryani",NA,250,Sadar,"Sadar, Hub","Bullock Cart, NEAR SMURTI TALKIES MOUNT ROAD SADAR NAGPUR , Nagpur urban, Nagpur-1 (Maharashtra), - 440001",False,0
McCafe by McDonald's,"American,Beverages,Desserts",NA,250,Medical Square,Trillum Mall,"Restaurant no 3, 3rd Floor, Trillum mall, Ram Bag Layout, Untkhana Road, Nagpur, 440003",False,0
Dosa house,South Indian,2.9,150,Medical Square,Ayodhya Nagar,"Near Padole Corner, Siraspeth, Nagpur, Ayodhya Nagar, Nagpur,Ayodhya Nagar,Nagpur",True,0
Tikkas and Curries,"North Indian,Indian,Mughlai,Chinese,Biryani",3.9,250,Sadar,"Sadar, Tikkas",Bullockcart restaurant ashoka hotel chowk mount road sadar nagpur,False,0
PANDITAIN KA DHABA,"Chinese,American,Fast Food,Snacks,Beverages,Desserts",3.5,150,Sadar,Sadar,"5;Residency Road ,beside moti mahal sadar, nagpur-440001",False,0
Khichadiwala,"Indian,Snacks",4.3,200,Ramdaspeth,Ramdaspeth,"MD Deshpande Road, Behind People's GYM, Ramdaspeth, Nagpur",True,0
Licksters,"Beverages,Desserts,Waffle",NA,200,Medical Square,Bajaj Nagar,"PLOT NO. 1, CTS 362/1, VR MALL, SHOP NO. K05, THIRD FLOOR, MEDICAL SQUARE, NAGPUR 440001",False,0
Royal Thali,"Thalis,North Indian,Indian,Chinese",NA,300,Sitabuldi,Sitabuldi,"Plot no.10, Shop no.4, Sahib Niwas, Near Narula Building, Ramdaspeth, Nagpur440012",False,0
Foody Moody,"North Indian,Biryani",3.4,400,Lokmat Chowk,Ramdaspeth,"PLOT NO. 10, SHOP NO.4, SAHIB NIWAS NEAR, NARULA BUILDING, RAMDASPETH, NAGPUR ,Zone no.3 -Neharunagar,Nagpur (Urban),Nagpur,Maharashtra-440012",False,0
Paapi Pet (Original),"North Indian,Biryani,Tandoor,Chinese,Indian",NA,200,Lokmat Chowk,Ramdaspeth,"PLOT NO. 10, SHOP NO.4, SAHIB NIWAS NEAR, NARULA BUILDING, RAMDASPETH, NAGPUR ,Zone no.3 -Neharunagar,Nagpur (Urban),Nagpur,Maharashtra-440012",False,0
Shahi Thali,"Thalis,North Indian,Chinese",NA,300,Sitabuldi,Sitabuldi,"Plot no.10, Shop no.4, Sahib Niwas, Near Narula Building, Ramdaspeth, Nagpur  440012",False,0
PALASH AMBAGADE,Bakery,NA,300,Gandhibagh,Gandhibagh,HANSAPURI CHHOTI KHADAN OPP SAHARA BANK 440018 ZONE NO 6 GANDHIBAG NAGPUR URBAN 1,False,0
Meal Studio,"North Indian,Biryani,Chinese,Thalis",NA,300,Sitabuldi,Sitabuldi,"Plot no.10, Shop no.4, Sahib Niwas, Near Narula Building, Ramdaspeth, Nagpur",False,0
Yewale Amrutattulya,Beverages,NA,200,Sitabuldi,Sitabuldi,"SHOP NO.21,GURUBALWANT COMPLEX,CENTRAL BAZAR ROAD,LOKMAT CHOWK,RAMDASPETH, Zone no.2 - Dharampeth, Nagpur440010",False,0
NUTTY BUNCH BAKERS,Bakery,NA,200,Nandanvan,Nandanvan,"BEHIND BANSILAL ABIRCHANDS BADA MAHAL,NAGPUR ZONE NO.6,GANDHIBAG NAGPUR URBAN",True,0
cake story,Bakery,NA,250,Gandhibagh,Gandhibagh,HANSAPURI CHHOTI KHADAN OPP SAHARA BANK 440018 ZONE NO 6 GANDHIBAG NAGPUR URBAN 1,False,0
Foody Moody (Original),"North Indian,Biryani,Tandoor,Chinese,Indian",2.4,200,Lokmat Chowk,Ramdaspeth,"PLOT NO. 10, SHOP NO.4, SAHIB NIWAS NEAR, NARULA BUILDING, RAMDASPETH, NAGPUR ,Zone no.3 -Neharunagar,Nagpur (Urban),Nagpur,Maharashtra-440012",False,0
LONDON DAIRY,"Ice Cream,Desserts",NA,280,Nandanvan,Nandanvan,"37, AZAD COLONY, TAJABAD OPPOSITE OF PANCHWATI ASHRAM, NAGPUR,MAHARASHTRA,440024",False,0
Goli Vada Pav No .1,"Maharashtrian,North Indian,Street Food",4.4,100,Medical Square,Medical College Square,"LG.13, H.K.M.C. Complex Medical College Square, near Hanuman Mandir, Medical Chowk, Hanuman Nagar, Nagpur, Maharashtra 440009",True,0
B'Creamy,"Beverages,Ice Cream,Desserts,Sweets,Juices",4.2,200,Sadar,Sadar,"SJTI COMPLEX, BLOCK NO. 10,11, RESIDENCY ROAD, SADAR, NAGPUR, Nagpur- 1, Maharashtra-440001",True,0
Kitu Da Dhaba,"North Indian,Indian,Biryani,Combo",3.1,200,Ramdaspeth,"Ramdaspeth, Kitu","Plot no.1151, Shop no.4250, Manoj Buiding, Ground Floor, Ramdaspeth, Nagpur",False,0
Yummi Momos,"Chinese,Snacks,Tibetan,Street Food",4.0,200,Sadar,Chaoni,"Beside Shabana bakery,Chaoni, Nagpur",False,0
Delhi Chaap Corner,"Tandoor,Indian",3.8,300,Sadar,Sadar,"B-11, UTKARSH NIRMAN COMPLEX, MANGALWARI, SADAR, NAGPUR",False,0
Beijing Lu,"Chinese,Thai,Beverages,Indian",3.7,300,Sadar,Sadar,"BEIJING LU RESIDENCY ROAD BH- MOTI MAHAL RESTAURANTS SADAR NAGPUR-440001, District - Nagpur-1, STATE - Maharashtra",False,0
Hotel Heritage Restaurant,"Indian,Chinese,Continental",3.7,400,Civil Lines,Civil Lines,"Ravindranath Tagore Road, Civil Lines, Collector's Circle, Nagpur",False,0
Suraj Chinese centre and sandwiches,"Chinese,Snacks",2.3,200,Dharampeth,Dharampeth,"Dharampeth Buddha Vihar, Dharampeth, Nagpur, Maharashtra, India",False,0
Bullock Cart Nx,"North Indian,Indian,Mughlai,Chinese,Biryani",3.7,250,Sadar,"Sadar, Bullock",Bullockcart restaurant ashoka hotel chowk mount road sadar nagpur,False,0
Oye Kakke,"North Indian,Indian,Mughlai,Chinese,Biryani",4.0,250,Sadar,"Sadar, Kakke",Bullockcart restaurant ashoka hotel chowk mount road sadar nagpur,False,0
Om Shakti Saoji Bhojnalaya,"North Indian,Maharashtrian,Indian",4.0,400,Itwari,panchpaoli,"Golibar Chowk , Opposite Ganesh Mandir, Pachpaoli Road, Pachpaoli, Nagpur",False,0
Domino's Pizza,Pizzas,4.5,400,Sitabuldi,Eternity Mall,"Eternity Mall, Nagpurshop No.4, Ground Floor, Eternity Mall, Sitabuldi",False,0
CHRIST COFFEE DAY CANTEEN,Maharashtrian,NA,500,Sadar,Sadar,"SHOP NO/ 34/35, OPP ALL SENT CATHEDRAL V.C.A. COMPUND SADAR NAGPUR - 440001, NAGPUR URBAN, NAGPUR - 1 MAHARASHTRA -440001",False,0
Chill N Grill,"North Indian,Continental,Chinese,Thai",NA,1000,Sadar,Residency Road,"Poonam Arcade, Residency Road, Sadar, Nagpur, Maharashtra 440001",False,0
Turban Tadka,"North Indian,Indian,Mughlai,Chinese,Biryani",NA,250,Sadar,"Sadar, Turban",Bullockcart restaurant ashoka hotel chowk mount road sadar nagpur,False,0
SHALIMAR RESTAURANT,Indian,NA,350,Gandhibagh,Gandhibagh,"NMC COMPLEX B-WING, NEAR UTKARSH  NIRMAAN, MANGALWARI BAZAR ROAD,  SADAR, NAGPUR, Zone no.10-Mangalwari,  Nagpur (Urban), Nagpur, Maharashtra -  440001",False,0
Desi Eats,"North Indian,Snacks,Indian",NA,350,Sitabuldi,Sitabuldi,Chokhani bhavan Beside Hotel Center point ramdaspeth Nagpur 440010,False,0
McDonald's Gourmet Burger Collection,"Burgers,Beverages,Cafe,Desserts",NA,500,Medical Square,Trillum Mall,"Restaurant no 3, 3rd Floor, Trillum mall, Ram Bag Layout, Untkhana Road, Nagpur, 440003",False,0
Cakes World,Indian,NA,300,Sitabuldi,Sitabuldi,"Ajni Railway Station, Rambagh, Nagpur, Maharashtra 440012, India",True,0
COME ON B L D,"Snacks,Ice Cream",NA,200,Gandhibagh,Gandhibagh,"HOUSE NO 42/A/1 DHONDABA CHOWK JYOTI NAGAR KHADAN,ZONE NO-6,GANDHIBAG,NAGPUR",True,0
Nosh Relation of Sandwich,Fast Food,3.4,400,Dharampeth,dharampeth,"Near Traffic Park, Dharampeth, Nagpur",True,0
STREET CHOWPATI,"Chinese,Indian,Beverages,Snacks,Italian,American",2.1,200,Nandanvan,Nandanvan,"PLOT NO. 4, HANUMAN NAGAR, MEDICAL ROAD, NAGPUR, ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440009",False,0
FLAME AND FIRE OF GOD,"Chinese,Fast Food,North Indian",NA,500,Sadar,Sadar,"34/35, OPPOSITE ALL SAINT CAURCH, V.C.A. GATE NO 12, SADAR NAGPUR - 440001, NAGPUR URBAN, NAGPUR - 1 MAHARASHTRA -440001",False,0
TAJMAHAL HOTEL,Biryani,NA,250,Gandhibagh,Gandhibagh,"TAJMAHAL HOTEL HOUSE NO. 479 HAKIMJI KA WADA BHALDARPUR, NAGPUR URBAN NAGPUR - 1 MAHARASHTRA - 440002",False,0
Gangour Restaurant,"Sweets,Snacks,Desserts",3.4,200,Sadar,Sadar,"Shop no. G-11, GSCT Building, Residency Road, Sadar, Nagpur",False,0
STREET FOOD BY SINGHS GRILLS,"Chinese,Pizzas,Beverages",2.2,250,Nandanvan,Nandanvan,"PLOT NO. 4, HANUMAN NAGAR, MEDICAL ROAD, NAGPUR,ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA - 440009",False,0
Shreenath Pav Bhaji And Pulao Center,"Chinese,Street Food,South Indian",4.0,100,Dharampeth,Traffic park,"Plot No.7, Bhgwaghar Layout, Behind Children's Traffic Park, Dharampeth, Nagpur",True,0
MANNLAVA RESTAURANT AND COFFEE DAY SHOP,"Indian,Fast Food",NA,250,Ayodhya Nagar,Ayodhya Nagar,HOUSE NO 1488 NEAR MATA MANDIR UNTAKHANA ROAD MEDICAL CHOWK NAGPUR ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440024,False,0
NEW SINGHS  BARBECUE AND CURRY,"Indian,Chinese,Seafood,North Indian,Biryani,Snacks,Desserts",2.7,500,Nandanvan,Nandanvan,PLOT NO 4 HANUMAN NAGAR  MEDICAL ROAD NAGPUR ZONE NO 5 HANUMANNAGARNAGPUR URBAN NAGPUR 1 MAHARASHTRA-440009,False,0
Ravi's Food,"Indian,Chinese,North Indian,Tandoor,Kebabs,Biryani",4.1,450,Sadar,Sadar,"VCA Ground, Shop No.28, Sadar, Nagpur",False,0
Faasos - Wraps & Rolls,"Fast Food,Snacks,North Indian,Indian,Healthy Food,Desserts,Beverages",4.0,200,Sadar,"Azad Chowk, Near Gandhi Chowk","Faasos, Plot No. 227 1, Azad Chowk, Near Gandhi Chowk, Opp Kachara Ghar, Sadar, Nagpur, 440001",False,0
Oven Story Pizza,"Pizzas,Italian",3.6,400,Sadar,"Azad Chowk, Near Gandhi Chowk","Faasos, Plot No. 227 1, Azad Chowk, Near Gandhi Chowk, Opp Kachara Ghar, Sadar, Nagpur, 440001",False,0
FLAME AND FIRE OF GOD NONVEG,"Fast Food,Pizzas",NA,500,Sadar,Sadar,"34/35, OPPOSITE ALL SAINT CAURCH, V.C.A. GATE NO 12, SADAR NAGPUR - 440001, NAGPUR URBAN, NAGPUR - 1 MAHARASHTRA -440001",False,0
CHRIST COFFEE DAY CANTEEN NONVEG,"American,Pizzas,Snacks",NA,500,Sadar,Sadar,"SHOP NO/ 34/35, OPP ALL SENT CATHEDRAL V.C.A. COMPUND SADAR NAGPUR - 440001, NAGPUR URBAN, NAGPUR - 1 MAHARASHTRA -440001",False,0
Cafe Coffee Day,"Beverages,Snacks,Desserts",NA,300,Civil Lines,VCA,"SHOP NO 17,18,19. VCA STADIUM COMPLEXOPPOSITE LIBERTY THEATER, NAGPUR",False,0
Diner grill,"Kebabs,Barbecue,Snacks,Pastas,Chinese,North Indian",NA,450,Sadar,Sadar,"Shop no 19 ,vca stadium, Sadar, Nagpur, Maharashtra 440001, India",False,0
Brothers Cafe,"Chinese,Beverages,Fast Food",NA,300,Sadar,Sadar,"House no 45 Buty Building Mount Road , Near hotel Barbeque Sadar , Zone no.10 - Mangalwari,Nagpur (Urban) ,Nagpur, Maharashtra- 440001",False,0
Amir Punjabi Restaurant by Khana Khazana,"North Indian,Chinese,Indian,Continental,Beverages,Tandoor,Thalis,Combo",3.9,300,CA Road,Gandhibagh,"1192, JAGNATH ROAD, CENTRAL AVENUE, BHAWSAR SQUARE, NAGPUR,  Nagpur1, Maharashtra-440002",True,0
Gajanan Savji Bhojnalay,Maharashtrian,NA,300,Sadar,Sadar,"Residency Road, Sadar, Nagpur",False,0
Babbu Plaza Restaurant,"Biryani,Indian,North Indian,Tandoor,Kebabs,Snacks,Beverages",3.7,250,Sadar,"Sadar,Anjuman Complex","Anjuman Complex, Sadar, Nagpur",False,0
ITALIAN MASTER,"Italian,Fast Food,Snacks,Beverages",NA,250,Gandhibagh,Gandhibagh,"AYACHIT MANDIR ROAD, NEAR NATRAJ  CINEMA, MAHAL , Zone no.10-Mangalwari, Nagpur (Urban), Nagpur, Maharashtra -  440002",True,0
Culcatta Rolls Chinese Center,"Indian,Snacks,South Indian,Chinese,Fast Food",2.5,200,Dharampeth,Dharampeth,"Traffic Park Dharampeth Nagpur,sity ground, Nagpur",False,0
Della Italia,Desserts,NA,200,Civil Lines,Sadar,"Shop no 41,GR floor ,west vca complex, vca stadium ,civil line ,nagpur , zone no. 10-mangalwari ,nagpur urban nagpur-1,maharashtra-440001",True,0
CAKE BOSS,Bakery,NA,300,Gandhibagh,Gandhibagh,HOUSE NO 371 GOLIBAR CHOWK BHARAT MATA ROAD NAGPUR ZONE NO 6 GANDHIBAG NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,0
New Singhs Grills & Chinese,"North Indian,Chinese,Biryani,Snacks,Seafood,Tibetan,Italian,Healthy Food,Salads",2.6,400,Nandanvan,Nandanvan,PLOT NO 4 HANUMAN NAGAR MEDICAL ROAD NAGPUR ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA-440009,False,0
Cafe John,"South Indian,Snacks,Beverages",4.2,250,Sadar,Sadar,"Kamptee Rd, Gaddigodam Square, Sadar, Nagpur",False,0
Famous Chat Center,"Chaat,Snacks,North Indian",NA,150,Nandanvan,Nandanvan,"Rambhaji road, near bagal akhada, panchpaoli, Nagp 440018",False,0
Zinq,"North Indian,Continental,Chinese,Italian,Pizzas",NA,800,Sadar,Sadar,"PLOT NO. 56, SIR GANGADHARRAO CHITNAVIS MEMORIAL MEDICAL RESEARCH TRUSH AT. GADGA, TEMPLE ROAD, CIVIL LINES, NAGPUR, Nagpur urban, Nagpur-1, Maharashtra-440001",False,0
Keventers - Milkshakes and Desserts,"Beverages,Ice Cream,Desserts,Healthy Food",4.1,300,Civil Lines,Indo Unique Plaza,"Ground Floor, Indo Unique Plaza,Plot no: 333/5/1 Ghatate Layout,Nr Bhole Petrol Pump,Civil Lines Road, Dharampeth,Nagpur - 440001",True,0
Ya Taj Hotel,"North Indian,Biryani,Tandoor,Indian,Mughlai",3.2,400,Ayodhya Nagar,Ayodhya Nagar,"Somwari Quater, ESI Hospital, Sant Ravi Das Chatralaya, Hanuman Nagar, Near Ayodhya Nagar, Nagpur",False,0
THIKHANA,"Street Food,South Indian,Snacks",NA,200,Sitabuldi,Sitabuldi,"HOUSE NO 273 , CONGRESS NAGAR, NEAR AJNI RAILWAY SATATION, AJNI L, NAGPUR, Nagar (Urban), Nagpur, Maharashtra,440012",True,0
FAST AND SWEET CAFE,"Pizzas,Fast Food",NA,200,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO. 138 UNTKHANA  HANUMAN NAGAR, Nagpur  (Urban), Nagpur, , Maharashtra,  440009",False,0
Amazing Blazing Cakes,"Bakery,Beverages",4.6,300,Dharampeth,Dharampeth,"4-1, Near Akankar Theatre, Pratibha Sankul  App. Bhagwagar Lay-out,Dharampeth- 440010",False,0
Starbucks Coffee,Beverages,4.2,400,Dharampeth,Dharampeth,"Neev Malika Apartment, 5th Cross B St, Dharampeth Extension, Dharampeth, Nagpur, Maharashtra 440010",False,0
Tandoori Chaska,"North Indian,Mughlai,Chinese,Punjabi",4.3,650,Mahal,nandanvan,"Tandoori Chaska Family Restaurant,  Apsara Square,  opposite Reshmbag Ground, Reshmbag",False,0
Hotel Mahek,Biryani,3.8,150,Sadar,Sadar,"NMC Complex, Mangalwari Bazar, Sadar, Nagpur",False,0
Suryakant Saoji,"Indian,North Indian",3.9,300,Telephone Exchange Square,Telephone exchange square,"Telephone Exchange Chowk, Old Mangalwari, Nagpur",False,0
Calcutta Rolls Chinese Center,"Chinese,Snacks,Street Food,Beverages",2.7,100,Gokulpeth,traffic park,"Near Tanga Stand, Traffic park ,dharampeth",False,0
Arabian Taj - Sadar,"Mughlai,Indian",4.0,200,Indora Chowk,Indora Chowk,"Mangalwari Complex, Sadar, Nagpur",False,0
Reddy's Gokul Brindavan Restaurant,"South Indian,Beverages",4.5,150,Dharampeth,Dharampeth,"WHC Road, Laxminagar, Dharampeth, Nagpur",True,0
red-cherry cafe,"Fast Food,Snacks,Chinese,Beverages",NA,300,Gandhibagh,Nandanvan,"538,mahal,mahalayachi mandir road,zenda chowk",False,0
Lucknowala Restaurant,"Indian,North Indian,Thalis,Beverages",NA,300,Sadar,Sadar,"Shop no.4, Poonam Arcade, Residency Road, Sadar, Nagpur",False,0
LAXMI SAOJI BHOJNALAY,"Indian,Snacks",NA,300,Gandhibagh,Gandhibagh,"576, GOLIBAR CHOWK, PACHPAWALI ROAD, ZONE NO 6- GANDHIBAGH, NAGPUR (URBAN), NAGPUR, MAHARASHTRA- 440018",False,0
Hotel Sujal Saoji,"Maharashtrian,North Indian,Chinese,Biryani",3.4,200,Ramdaspeth,Bajaj Nagar,"Plot No.201, Central Bazar Road, Bajaj Nagar, Nagpur",False,0
F&B studio,North Indian,NA,350,Dharampeth,Dharampeth,"Shivhare Building, Children Traffic Park Square",True,0
Donuts And Desserts,Desserts,4.6,200,Gandhibagh,Itwari,"Tipre Lane, Hansapuri, Nagpur, Maharashtra, India",False,0
Little Italy,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages",3.6,850,Civil Lines,Civil Lines,"Plot No.1, Civil Lines, Near MLA Hostel, Nagpur, Maharashtra 440001, India",True,0
Sauransh Chana Poha,"Indian,Snacks",NA,100,Sadar,Sadar,"Infront of Gate no. - 7/8, Civil Lines, Zone no.10 - Mangalwari, Nagpur urban, Nagpur-1, Maharashtra, 440001",False,0
SWEET MOVEMENT,"Bakery,Desserts",NA,200,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO 483,UNTKHANA ROAD MEDICAL CHOWK,NAGPUR,440009,NAGPUR URBAN ,NAGPUR ,MAHARASHTRA",False,0
